   0.348659634797484741E+000   0.174116909503936768E+001   0.148509793946631774E+002   0.107906828584786263E+001   0.124778810727085210E+001   0.142853100661240490E+000   0.637196105718612671E+001   0.178396456900889389E+001   0.173272321553349679E+000   0.591813474893569946E+001   0.414283990859985352E+000  -0.248661935329437256E+000  -0.981255234155271477E+090  -0.391195633965034517E+001    1
   0.487886373353720204E+000   0.115911471843719482E+001   0.130722567981460358E+002   0.427188929028615216E+000   0.117359309808128920E+001   0.763836164446492383E+000   0.639384990930557251E+001   0.238749216413928123E+001   0.218598702728207556E+000   0.589363431930541992E+001   0.647050857543945312E+000   0.650713086128234863E+000  -0.973418334216594325E+090  -0.393195633965034341E+001    1
   0.420113174961783298E+000   0.168320858478546143E+001   0.141164538491864171E+002   0.856605363413093013E+000   0.177225669835984267E+001   0.546894165226368689E+000   0.624179118871688843E+001   0.304813558185787992E+001   0.183317930919283945E+000   0.559281140565872192E+001   0.118503630161285400E+000   0.197575449943542480E+000  -0.937095005362129913E+090  -0.395195633965034210E+001    1
   0.301535209598247422E+000   0.164854979515075684E+001   0.947807346614715485E+001   0.290269869268592162E+000   0.979706238968196530E+000   0.566941809440970168E+000   0.622831404209136963E+001   0.112852217502517593E+001   0.670697784461594448E+000   0.572373819351196289E+001  -0.613530874252319336E-001   0.186739563941955566E-001  -0.901469880327855838E+090  -0.397195633965034256E+001    1
   0.448853958472692272E+000   0.126745438575744629E+001   0.131263674866424189E+002   0.695323569205240521E+000   0.115967685550062494E+001   0.133618370844837431E+001   0.566453421115875244E+001   0.227693284256136508E+001   0.593578743532782616E+000   0.644059211015701294E+001   0.437874555587768555E+000   0.366043090820312500E+000  -0.870817960752282356E+090  -0.399195633965034347E+001    1
   0.351796342035789578E+000   0.169162249565124512E+001   0.994483099757115596E+001   0.145177535335427765E+001   0.131283936005650959E+001   0.692800444053834896E+000   0.579893410205841064E+001   0.187578164141819737E+001   0.321146840754111706E+000   0.629767429828643799E+001  -0.674345493316650391E-001   0.663354039192199707E+000  -0.869163685619002309E+090  -0.401195633965034393E+001    1
   0.254116411087445426E+000   0.217623698711395264E+001   0.128652275371186597E+002   0.156201598521102270E+001   0.488466524989686013E+000   0.493481812364476358E+000   0.634419608116149902E+001   0.125496059090739775E+001   0.315611661463064630E+000   0.643850189447402954E+001   0.391384363174438477E-001  -0.453776717185974121E-001  -0.863135062528158439E+090  -0.403195633965034173E+001    1
   0.233489421957898680E+000   0.272394704818725586E+001   0.155363934025925410E+002   0.534306663605912613E+000   0.244131438570424020E+000   0.756731460965898495E+000   0.588824671506881714E+001   0.291558760519069837E+001   0.128356355153130419E+001   0.578125613927841187E+001   0.223114430904388428E+000   0.374328851699829102E+000  -0.859026665562347208E+090  -0.405195633965034396E+001    1
   0.356335426242205489E+000   0.114436149597167969E+001   0.144580553711575526E+002   0.209965860696984086E+000   0.891760975326377103E+000   0.511560561652947388E+000   0.581762987375259399E+001   0.236980441677853593E+001   0.616687731354269575E+000   0.641521871089935303E+001  -0.291253328323364258E-001  -0.150047838687896729E+000  -0.827789981439742279E+090  -0.407195633965034354E+001    1
   0.284816440318975128E+000   0.297120118141174316E+001   0.158528060725272972E+002   0.432391730539392116E+000   0.214320569538150651E+000   0.111630201894103154E+001   0.644983011484146118E+001   0.267599899327982049E+001   0.127016158224522724E+001   0.629256486892700195E+001   0.635139405727386475E+000  -0.247174978256225586E+000  -0.812737174673236787E+090  -0.409195633965034400E+001    1
